,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1808,1.00034,-0.03167,1001.09012,-99.61139,-0.06967,mustard silt,0.17527,-0.81209,5476.85304,-89187.00885,False,False,0.56206
1809,2.28419,-1.44848,1000.86471,-99.68814,-3.18665,surströmming,1.18959,-1.80010,5474.05520,-89187.72932,False,False,64.64175
1810,-0.73472,2.09309,1000.49150,-99.95678,4.60480,mustard silt,0.33620,0.56370,5481.40842,-89185.60834,True,False,-86.49025
1811,0.12029,0.74159,1001.28244,-99.56715,1.63149,mustard silt,-1.47030,1.03663,5473.91697,-89186.28934,False,False,-43.34426
1812,1.85233,-0.72534,1000.89751,-99.59828,-1.59574,silt med onions,1.00082,-0.57803,5473.58681,-89184.57354,False,False,43.06520
1813,0.95898,0.04285,1001.04061,-99.38939,0.09427,mustard silt,0.15297,-0.92501,5475.26041,-89183.02439,False,False,-1.53045
1814,-0.37941,1.34389,1001.06948,-99.90643,2.95656,mustard silt,-1.54586,0.29491,5472.01986,-89185.27928,True,False,-68.43584
1815,1.31556,-0.21514,1000.75109,-99.83586,-0.47331,mexicansk silt,0.14138,0.32392,5475.36910,-89186.05274,True,False,16.15338
1816,1.12164,-0.17059,1000.85846,-99.76804,-0.37530,mustard silt,-0.78571,-0.50324,5475.26933,-89186.88864,True,False,6.51128
1817,0.92557,0.35306,1001.24012,-99.38493,0.77673,mustard silt,0.43303,-1.30178,5477.29150,-89186.24957,False,False,-3.10143
1818,1.18415,-0.38221,1001.23672,-99.73365,-0.84085,mustard silt,0.09756,-3.60762,5474.56713,-89186.14064,True,False,9.82588
1819,0.63401,0.37024,1000.63952,-99.62635,0.81452,mustard silt,1.05980,-0.62873,5472.95161,-89185.63931,False,False,-17.97993
1820,0.28961,0.61799,1000.41093,-100.09007,1.35957,mustard silt,1.72260,-1.63754,5476.10363,-89182.86338,True,False,-35.31406
1821,-1.18591,2.33767,1000.58005,-99.81657,5.14288,mustard silt,1.02557,-0.89404,5474.23009,-89186.45425,True,False,-109.00545
1822,-0.44886,1.65893,1000.62935,-99.65219,3.64964,mustard silt,0.36561,-2.00767,5475.32693,-89185.25329,True,False,-72.12819
1823,1.33055,-0.36652,1000.81178,-99.60630,-0.80635,old-fashioned silt,-2.74736,-1.42854,5477.13834,-89189.41502,False,False,16.93328
1824,0.08588,0.93518,1000.59011,-100.39914,2.05739,mustard silt,0.25073,-1.67119,5474.79475,-89185.51790,True,False,-45.41077
1825,-0.28435,1.32565,1000.26062,-100.28228,2.91643,mustard silt,-0.47582,-1.54902,5473.22749,-89185.38431,True,False,-64.08707
1826,1.83415,-1.18758,1000.09536,-100.14793,-2.61267,surströmming,-1.59366,-0.30908,5475.38924,-89186.22358,True,False,41.75500
1827,-0.21500,1.16822,1000.41070,-100.18234,2.57009,mustard silt,0.59459,0.71671,5479.62145,-89186.05236,True,False,-60.54441
1828,0.87747,0.45390,1000.79238,-99.67787,0.99858,mustard silt,1.33273,-0.37581,5473.58148,-89185.92966,True,False,-5.73042
1829,1.83176,-0.71943,1001.13195,-99.87931,-1.58274,silt med onions,1.14727,1.28789,5475.00983,-89185.83732,True,False,42.15381
1830,1.74918,-0.73581,1000.37586,-100.00580,-1.61879,surströmming,1.61884,-0.83718,5476.83765,-89185.02631,True,False,37.64690
1831,1.37923,-0.46722,1000.64332,-99.62286,-1.02789,silt med onions,-0.55189,-0.11363,5475.80746,-89181.62267,False,False,19.28293
1832,0.86831,0.12786,1000.68599,-99.70894,0.28130,mustard silt,-2.70735,-2.03492,5476.05369,-89185.15543,False,False,-6.24126
1833,2.52057,-1.61104,1000.48003,-99.92453,-3.54430,surströmming,0.14239,0.98947,5473.10514,-89184.43039,True,False,76.26852
1834,1.48059,-0.49875,1000.53606,-99.91221,-1.09725,surströmming,-0.81340,0.18298,5473.15008,-89185.85699,True,False,24.29758
1835,0.49808,0.58733,1000.75580,-99.73043,1.29212,mustard silt,0.83349,-0.43835,5474.42655,-89185.07279,True,False,-24.71801
1836,0.41971,0.66340,1001.23449,-99.36464,1.45949,mustard silt,-1.77596,-0.50162,5470.95754,-89184.97202,False,False,-28.39722
1837,1.10047,-0.47438,1000.25137,-100.10008,-1.04364,surströmming,-0.34226,0.12278,5476.44271,-89186.74102,True,False,5.14911
1838,0.04922,0.79218,1000.31600,-100.40005,1.74280,mexicansk silt,-1.53386,2.01789,5473.30483,-89186.74384,True,False,-47.38089
1839,0.56206,0.41962,1000.19561,-100.17618,0.92317,silt med schnapps,-2.05273,0.52532,5474.05305,-89186.13959,True,False,-21.79898
1840,0.58052,0.40353,1000.99362,-99.73184,0.88776,mustard silt,0.09664,-0.65261,5477.34153,-89183.94379,True,False,-20.47733
1841,1.39636,-0.52243,1000.37500,-100.34553,-1.14934,surströmming,1.36145,-1.08535,5476.39187,-89188.01863,True,False,20.00572
1842,1.60220,-0.56541,1001.31630,-99.32730,-1.24389,mustard silt,-0.72201,0.87485,5472.71514,-89186.82277,False,False,30.76833
1843,1.57162,-0.76547,1001.01100,-99.78088,-1.68404,silt med schnapps,0.43557,0.60055,5474.84161,-89186.86457,True,False,29.08626
1844,0.25506,0.65313,1000.97499,-99.66623,1.43688,mustard silt,-1.27360,-2.05339,5474.67952,-89184.21594,True,False,-36.75934
1845,0.84264,0.14363,1001.02618,-99.51476,0.31599,mustard silt,-0.67768,-0.17015,5475.53920,-89185.96380,False,False,-7.35489
1846,1.29456,-0.20235,1001.13248,-99.54943,-0.44516,mustard silt,0.93750,1.32400,5477.01147,-89187.59789,False,False,15.29425
1847,-1.22151,2.29805,1000.66105,-99.79012,5.05572,mustard silt,-0.33296,0.46237,5478.30137,-89186.21878,True,False,-110.74475
1848,1.87561,-0.48559,1000.65279,-100.32542,-1.06829,surströmming,3.36475,0.51188,5475.25897,-89184.49600,True,False,44.10671
1849,0.30725,0.54188,1000.94409,-99.75186,1.19214,mustard silt,-0.02221,0.03131,5472.45410,-89184.59138,True,False,-34.16534
1850,1.48150,-0.49341,1000.15418,-100.13738,-1.08551,surströmming,-0.64919,0.62208,5477.04014,-89185.67416,True,False,24.15211
1851,-1.63100,2.64343,1000.32811,-100.40814,5.81554,mustard silt,0.75078,2.37058,5473.44579,-89187.42004,True,False,-131.38584
1852,0.02028,0.97699,1000.71140,-99.97656,2.14939,mustard silt,1.52803,0.96070,5472.75056,-89185.03314,True,False,-48.63027
1853,0.38870,0.41855,1000.21837,-100.12470,0.92081,silt med onions,0.44758,-1.38336,5477.91921,-89184.97629,True,False,-30.45585
1854,1.44322,-0.60537,1001.04969,-99.61652,-1.33182,old-fashioned silt,-0.04439,-0.03289,5477.92906,-89185.61404,False,False,22.68560
1855,0.20353,0.92627,1000.44574,-99.97233,2.03778,mustard silt,-0.57544,-0.09962,5472.86130,-89184.34290,True,False,-39.60057
1856,0.80867,-0.12623,1001.24413,-99.34932,-0.27770,mustard silt,-1.96636,0.47495,5473.32025,-89186.92848,False,False,-8.94468
1857,1.89528,-0.70383,1001.34527,-99.52792,-1.54843,mustard silt,1.58095,-1.18931,5473.25126,-89185.83322,False,False,45.43667
1858,1.18373,-0.23550,1000.08533,-100.13706,-0.51811,surströmming,-0.21674,0.44837,5474.56411,-89186.39091,True,False,9.22939
1859,-0.26613,1.12311,1000.89010,-99.43423,2.47084,mustard silt,1.46049,0.72866,5476.36045,-89186.99048,False,False,-62.86140
1860,0.68443,0.40017,1000.97697,-99.45828,0.88037,mustard silt,0.01929,3.34086,5475.55822,-89184.51827,False,False,-15.28989
1861,1.23705,-0.29765,1000.64311,-100.16284,-0.65484,surströmming,-0.15784,-2.42582,5475.12798,-89186.03604,True,False,12.17420
1862,0.01330,0.81208,1000.61875,-100.03860,1.78659,mustard silt,-1.25195,2.93188,5473.53877,-89186.57307,True,False,-49.02572
1863,-0.18652,0.96162,1000.57185,-100.08902,2.11557,mustard silt,2.71293,-1.02725,5474.16575,-89185.25732,True,False,-59.04024
1864,0.60550,0.35156,1001.20646,-99.79158,0.77344,mustard silt,0.56325,2.19037,5474.31873,-89185.94392,True,False,-19.12179
1865,0.01321,1.21497,1000.92655,-99.54504,2.67294,mustard silt,-0.54711,-0.63268,5474.80639,-89185.95647,False,False,-48.87602
1866,2.90464,-1.91451,1000.99223,-100.01790,-4.21192,surströmming,-1.36412,-0.94206,5479.38218,-89187.98439,True,False,95.72829
1867,0.57158,0.13018,1000.93115,-99.42904,0.28640,mustard silt,0.31703,0.74202,5473.29690,-89185.26140,False,False,-20.95547
1868,1.07201,-0.02825,1000.74904,-99.88562,-0.06216,old-fashioned silt,0.93100,0.13562,5478.63925,-89186.16532,True,False,3.97499
1869,1.23273,0.13092,1000.76724,-99.78990,0.28803,mustard silt,1.00763,0.63888,5475.08194,-89185.14960,True,False,12.02029
1870,1.21544,-0.06033,1000.39478,-100.03885,-0.13272,surströmming,0.12502,-0.39034,5474.53610,-89186.49456,True,False,10.96933
1871,0.45399,0.67031,1001.30499,-99.94122,1.47468,mustard silt,0.73637,0.79923,5475.92528,-89184.80611,True,False,-26.64815
1872,1.45232,-0.52052,1000.33051,-100.13969,-1.14514,surströmming,-0.57367,0.79754,5474.44787,-89185.60251,True,False,22.78144
1873,1.47077,-0.26632,1000.78324,-99.73821,-0.58590,mexicansk silt,-0.47914,1.30635,5476.68261,-89187.63529,False,False,23.93025
1874,0.87982,-0.01293,1000.52732,-99.83371,-0.02845,curry silt,-0.12561,0.80522,5474.15515,-89186.73378,True,False,-5.74556
1875,1.04086,-0.44308,1001.14294,-99.45131,-0.97478,mustard silt,-2.53594,-1.46505,5476.77543,-89184.74378,False,False,2.61471
1876,2.36078,-1.31112,1001.12614,-99.65527,-2.88447,surströmming,0.89345,-0.34753,5475.20098,-89185.06683,False,False,68.60223
1877,1.47066,-0.32149,1000.52194,-100.29195,-0.70727,surströmming,0.65531,-0.01603,5471.47259,-89186.71460,True,False,23.79420
1878,1.78717,-0.62671,1000.55245,-100.53538,-1.37877,surströmming,0.08225,0.25098,5474.30008,-89183.67153,True,False,39.63469
1879,1.11495,-0.06807,1000.26531,-100.13415,-0.14976,surströmming,0.22981,0.32428,5477.40323,-89185.33817,True,False,5.88038
1880,0.04349,0.97665,1000.64190,-100.04897,2.14863,mustard silt,0.62061,2.58239,5474.58052,-89185.15152,True,False,-47.50478
1881,1.83113,-1.05358,1000.61204,-99.66937,-2.31788,surströmming,0.32581,-0.78718,5473.52337,-89186.22826,False,False,41.86264
1882,2.01277,-1.13938,1000.53135,-99.74581,-2.50664,surströmming,0.55849,2.52867,5473.63603,-89188.65924,False,False,50.90403
1883,1.04902,-0.01349,1000.77859,-99.87234,-0.02967,old-fashioned silt,-0.81433,0.03150,5477.82852,-89184.14439,True,False,2.84023
1884,1.96931,-1.04619,1001.49054,-99.78405,-2.30163,curry silt,0.34183,-1.07246,5470.82608,-89185.90739,True,False,49.21080
1885,0.64215,0.55359,1000.86175,-100.05702,1.21789,mustard silt,-1.14874,1.27032,5476.57867,-89185.14736,True,False,-17.46187
1886,2.04643,-1.10661,1000.50964,-100.17674,-2.43454,surströmming,0.84838,-0.29132,5476.12878,-89185.16439,True,False,52.57632
1887,0.76146,0.13021,1000.49533,-99.93993,0.28647,curry silt,0.47603,-0.19035,5475.74131,-89186.04913,True,False,-11.67922
1888,1.20815,-0.24330,1000.77254,-100.08831,-0.53526,silt med schnapps,-0.87006,1.21715,5474.63875,-89186.47496,True,False,10.79372
1889,0.35160,0.92276,1000.16682,-100.27746,2.03006,old-fashioned silt,0.03449,-0.13000,5473.19374,-89187.83903,True,False,-32.33670
1890,0.60932,0.56960,1000.88111,-100.08123,1.25312,mustard silt,-0.10707,-0.72098,5473.81249,-89186.68399,True,False,-19.09332
1891,0.40182,0.58997,1000.41793,-99.80301,1.29793,mustard silt,-0.01144,0.66532,5475.72532,-89186.59609,True,False,-29.69994
1892,2.76534,-2.11290,1000.94158,-99.81182,-4.64837,surströmming,1.26248,1.34599,5474.79596,-89184.43964,False,False,88.73796
1893,1.58390,-0.56924,1001.06457,-99.50370,-1.25233,mustard silt,2.67515,-2.20763,5473.43884,-89185.52736,False,False,29.72707
1894,1.29662,-0.43733,1001.03652,-99.32647,-0.96212,mustard silt,2.04394,2.05563,5475.56767,-89183.82220,False,False,15.34904
1895,1.96153,-0.87194,1000.81257,-99.89121,-1.91826,surströmming,0.94844,1.10017,5475.21960,-89184.61672,True,False,48.48264
1896,1.28097,-0.24111,1000.46628,-100.01279,-0.53045,surströmming,2.35092,-1.68360,5473.22891,-89185.98999,True,False,14.28154
1897,0.33432,0.50123,1001.09046,-100.07101,1.10271,mustard silt,0.35585,0.07528,5474.47422,-89186.45542,True,False,-32.73869
1898,0.46677,0.44045,1000.17207,-100.19254,0.96899,silt med schnapps,-0.94760,0.53844,5474.10956,-89185.37848,True,False,-26.57535
1899,-0.56892,1.49814,1000.83604,-99.69802,3.29590,mustard silt,0.69536,-1.41641,5480.46554,-89185.44267,True,False,-78.02783
1900,0.69704,0.13104,1001.08049,-99.72682,0.28829,mustard silt,1.60668,2.16150,5474.65874,-89184.43073,True,False,-14.60796
1901,1.44201,-0.57469,1001.19177,-99.90332,-1.26432,mexicansk silt,1.12657,-0.55329,5474.41709,-89184.56837,True,False,22.69658
1902,2.17160,-0.92900,1001.04034,-99.69009,-2.04380,silt med schnapps,1.08739,-0.49907,5474.98141,-89186.62983,False,False,59.10026
1903,1.15890,-0.15635,1001.40433,-99.84436,-0.34397,mustard silt,1.27658,0.60246,5473.24900,-89185.41492,True,False,8.64725
1904,1.78873,-0.72262,1001.13993,-99.52324,-1.58976,old-fashioned silt,-0.50059,-0.87673,5474.96931,-89185.69238,False,False,40.00635
1905,2.38396,-1.28208,1001.05246,-99.72049,-2.82059,surströmming,0.92305,-0.21222,5472.86635,-89185.96995,False,False,69.72413
1906,0.60416,0.48391,1000.53487,-99.96879,1.06461,mustard silt,-0.64869,1.77084,5475.54591,-89185.01763,True,False,-19.52467
1907,1.10452,0.14704,1000.45918,-99.85309,0.32349,mexicansk silt,0.62720,0.67612,5474.00659,-89183.33866,True,False,5.45561
1908,1.17988,-0.07381,1000.86480,-99.50902,-0.16239,mustard silt,-0.42054,-0.33920,5475.89402,-89187.67720,False,False,9.42639
1909,1.19862,-0.21513,1001.12477,-99.49916,-0.47328,mustard silt,2.84235,-0.25387,5479.51120,-89186.21275,False,False,10.49329
1910,-0.35880,1.17618,1000.75934,-100.16451,2.58760,mustard silt,-1.90358,0.69457,5474.73774,-89186.10761,True,False,-67.56017
1911,1.44543,-0.51334,1000.39616,-100.12736,-1.12935,surströmming,-0.12800,-0.59475,5472.86117,-89185.15193,True,False,22.46938
1912,0.53107,0.44086,1001.17539,-99.60478,0.96989,mustard silt,4.20132,2.73597,5477.94815,-89188.84912,False,False,-22.85865
1913,-0.36580,1.21512,1001.12322,-99.74254,2.67327,mustard silt,1.93453,-0.03396,5475.18672,-89186.65744,True,False,-67.72816
1914,1.28123,-0.15720,1000.85777,-99.83431,-0.34585,old-fashioned silt,-1.04746,-1.42888,5474.56527,-89183.27285,True,False,14.49040
1915,0.72809,0.32807,1000.38215,-100.59940,0.72176,surströmming,1.00695,-1.05718,5473.07138,-89185.41445,True,False,-13.40422
1916,0.50939,0.53241,1000.26420,-100.09076,1.17130,mexicansk silt,-1.54055,0.12751,5477.92100,-89186.80874,True,False,-24.39852
1917,1.40197,-0.39904,1000.94281,-99.70787,-0.87788,old-fashioned silt,0.75931,0.58194,5473.69593,-89184.75205,False,False,20.57013
1918,2.89665,-1.98714,1000.61612,-100.15950,-4.37172,surströmming,-0.81138,0.02383,5473.91869,-89186.54935,True,False,95.14079
1919,1.66915,-0.87631,1000.89915,-99.83252,-1.92789,surströmming,-0.55234,0.31592,5476.83436,-89185.28715,True,False,33.90721
1920,1.33038,-0.56368,1001.22135,-99.75872,-1.24009,old-fashioned silt,-0.68896,0.08960,5473.51310,-89186.83536,True,False,17.12968
1921,1.58844,-0.57193,1000.14197,-100.17857,-1.25824,surströmming,-0.23426,0.24711,5473.13941,-89186.60927,True,False,29.49290
1922,0.02741,1.22141,1000.40912,-100.12855,2.68710,mustard silt,1.38162,-1.01153,5473.98618,-89185.94192,True,False,-48.42513
1923,2.29079,-1.19134,1000.20886,-100.21779,-2.62095,surströmming,0.33957,-0.55879,5477.89893,-89185.89514,True,False,64.64400
1924,2.19649,-1.15451,1000.81444,-100.00058,-2.53991,surströmming,1.02757,-2.52478,5475.50694,-89183.65604,True,False,60.23165
1925,1.46852,-0.43854,1000.47864,-99.94251,-0.96478,surströmming,1.51362,-0.31251,5474.42839,-89184.05876,True,False,23.66516
1926,1.63540,-0.42192,1000.79011,-99.86365,-0.92822,silt med onions,-0.86565,-0.11538,5478.37500,-89185.65623,True,False,32.16515
1927,0.67898,0.24931,1000.95565,-99.77350,0.54847,mustard silt,0.95137,-0.07022,5474.70514,-89186.40883,True,False,-15.57309
1928,1.45725,-0.30901,1001.06207,-99.93760,-0.67983,old-fashioned silt,0.67281,-0.59115,5474.13416,-89184.14896,True,False,23.39359
1929,2.11655,-1.09776,1001.01785,-99.36416,-2.41507,silt med onions,0.03099,-0.62531,5472.04461,-89186.37410,False,False,56.33653
1930,1.43780,-0.47898,1000.11353,-100.05112,-1.05375,surströmming,1.82553,0.44545,5474.17636,-89185.80831,True,False,21.94659
1931,2.24744,-1.15210,1001.03036,-99.41633,-2.53462,silt med schnapps,-1.68154,-1.70662,5478.35104,-89186.53945,False,False,62.88718
1932,1.83138,-1.03124,1000.54688,-99.85565,-2.26874,surströmming,0.85191,1.76145,5476.55829,-89181.00198,True,False,41.84233
1933,-0.50343,1.71019,1000.88780,-99.88342,3.76241,mustard silt,-0.25540,-0.40340,5476.20593,-89182.24465,True,False,-74.72737
1934,1.10422,-0.06739,1000.40086,-99.95175,-0.14826,surströmming,-1.15183,0.58516,5475.91722,-89185.36275,True,False,5.41165
1935,0.31842,0.32121,1001.17535,-99.66279,0.70667,mustard silt,0.26212,1.12272,5477.33696,-89187.86809,True,False,-33.49125
1936,2.33284,-1.42097,1001.10044,-99.63421,-3.12613,surströmming,-0.45553,0.73341,5476.00154,-89186.51389,False,False,67.19225
1937,1.16096,-0.22809,1000.54824,-99.72946,-0.50181,silt med onions,-2.35163,-0.62146,5475.62489,-89182.14505,False,False,8.32191
1938,0.83914,0.20608,1000.58722,-100.04960,0.45338,mexicansk silt,-2.53537,-0.66209,5478.44553,-89181.50006,True,False,-7.74930
1939,1.30814,-0.22407,1001.06000,-99.57384,-0.49294,mustard silt,-1.52349,0.10210,5476.36745,-89186.05323,False,False,15.93687
1940,1.17893,-0.12728,1000.72768,-99.74133,-0.28002,old-fashioned silt,-1.00109,0.11099,5475.42771,-89185.32257,True,False,9.31014
1941,1.02871,-0.03927,1000.07604,-100.13559,-0.08640,surströmming,0.21571,0.37441,5473.41487,-89186.63697,True,False,1.47359
1942,0.31002,0.91037,1000.10795,-100.17264,2.00282,old-fashioned silt,-0.54956,-0.26118,5478.85334,-89186.88793,True,False,-34.44486
1943,1.69037,-0.93395,1000.59778,-99.88725,-2.05470,surströmming,1.59365,0.03051,5476.56719,-89186.44323,True,False,34.81750
1944,1.19710,-0.41596,1000.80346,-99.68992,-0.91511,curry silt,0.04550,0.48338,5480.04018,-89187.54861,False,False,10.25681
1945,1.39998,-0.45609,1000.96827,-99.45262,-1.00339,mustard silt,0.23681,-2.25947,5475.65046,-89184.32866,False,False,20.48310
1946,1.16347,0.11487,1000.68469,-100.38450,0.25272,silt med schnapps,-4.02666,1.09619,5471.76370,-89185.24804,True,False,8.51600
1947,1.38641,-0.56044,1000.95445,-99.76292,-1.23297,curry silt,1.05454,1.35409,5473.82983,-89187.58881,True,False,19.79774
1948,0.87303,0.23533,1000.75691,-99.73000,0.51772,mustard silt,-0.80134,-0.16993,5479.25073,-89184.79953,True,False,-5.96994
1949,1.59902,-0.65167,1000.65352,-100.17265,-1.43367,surströmming,0.58324,2.01402,5473.69933,-89184.96328,True,False,30.27770
1950,0.94115,-0.19720,1000.43635,-99.98455,-0.43385,surströmming,0.00110,-0.63975,5479.99429,-89185.84973,True,False,-2.72440
1951,2.69304,-1.62366,1000.85259,-99.81623,-3.57205,surströmming,1.18417,-0.34531,5479.96759,-89189.46187,False,False,85.07852
1952,0.37789,0.64995,1000.72602,-99.65680,1.42988,mustard silt,-0.60742,0.76416,5476.51132,-89182.06605,False,False,-30.74255
1953,1.27073,-0.27544,1000.40175,-99.76473,-0.60598,surströmming,-0.12806,2.47121,5473.79178,-89186.50498,False,False,13.73761
1954,0.42441,0.77251,1000.59809,-100.12135,1.69953,mustard silt,-3.03348,1.12332,5475.24268,-89185.91079,True,False,-28.48056
1955,2.10583,-1.05887,1000.72645,-99.93157,-2.32952,surströmming,-2.29036,0.41245,5475.30854,-89189.80016,True,False,55.65473
1956,1.93792,-1.02546,1000.67137,-99.85044,-2.25600,surströmming,2.54892,-1.57287,5473.73958,-89187.23966,True,False,47.23156
1957,1.35669,-0.34692,1000.70572,-99.77778,-0.76322,silt med onions,-0.04081,-0.05167,5476.47640,-89185.27439,True,False,18.18746
1958,1.22968,-0.43848,1000.97621,-99.67523,-0.96465,old-fashioned silt,-0.11585,-0.06471,5477.87879,-89188.36980,False,False,11.97194
1959,1.55789,-0.52370,1001.00753,-99.62257,-1.15214,old-fashioned silt,0.41652,-0.01996,5479.11644,-89184.95612,False,False,28.39818
1960,0.96591,-0.00559,1001.12769,-99.66378,-0.01229,mustard silt,-0.12501,-0.62303,5474.47308,-89186.21988,False,False,-1.14056
1961,1.34685,-0.25196,1001.07864,-99.60908,-0.55430,mustard silt,0.96850,0.85208,5478.13771,-89186.88572,False,False,17.88192
1962,1.60603,-0.80675,1000.82145,-99.64703,-1.77484,surströmming,-0.36604,-0.88144,5474.64730,-89186.42429,False,False,30.71237
1963,1.86459,-0.72718,1000.59899,-99.86009,-1.59980,surströmming,2.35558,0.58177,5475.68647,-89185.08026,True,False,43.52917
1964,-1.13582,2.16328,1001.05040,-99.64834,4.75922,mustard silt,-0.10179,-0.94834,5472.67954,-89185.60928,True,False,-106.26600
1965,1.27476,-0.19512,1000.75728,-99.72742,-0.42926,old-fashioned silt,0.19232,-0.64685,5473.12310,-89185.47710,False,False,14.11662
1966,-0.33528,0.92839,1001.12205,-99.75454,2.04246,mustard silt,-0.64908,-0.34358,5474.30702,-89184.16968,True,False,-66.20274
1967,0.99486,0.00348,1000.19411,-100.20491,0.00765,surströmming,2.57954,-1.41810,5474.43588,-89186.51897,True,False,-0.15995
1968,1.27039,-0.22341,1000.44024,-99.93681,-0.49150,surströmming,1.46051,-0.65207,5480.01878,-89185.75500,True,False,13.73987
1969,-1.00544,2.08340,1001.12463,-99.86609,4.58348,mustard silt,0.03532,-0.91334,5477.87637,-89182.90322,True,False,-99.70993
1970,0.46766,0.47537,1001.46758,-99.90328,1.04582,mustard silt,0.34415,0.28438,5473.26354,-89184.80868,True,False,-25.88316
1971,1.45871,-0.33624,1000.39897,-99.95953,-0.73974,surströmming,-0.80319,-1.21426,5477.94226,-89185.77320,True,False,23.13492
1972,1.36379,-0.31316,1001.33956,-99.55769,-0.68895,mustard silt,1.42501,-0.61943,5473.11746,-89185.39814,False,False,18.85918
1973,0.46511,0.30155,1000.73394,-99.77178,0.66342,mustard silt,0.06945,1.51756,5479.26157,-89185.90904,True,False,-26.37737
1974,0.67003,0.42603,1000.87867,-99.78058,0.93727,mustard silt,-2.07031,0.38415,5472.24748,-89185.21958,True,False,-16.05909
1975,0.97882,0.22988,1001.39862,-99.87873,0.50574,mustard silt,0.16885,2.15214,5474.07024,-89187.31532,True,False,-0.35952
1976,0.57792,0.27762,1001.23596,-99.70930,0.61076,mustard silt,0.04043,0.70163,5476.66444,-89183.78499,True,False,-20.48599
1977,1.91058,-1.00128,1001.06631,-99.36793,-2.20282,curry silt,0.89391,2.71911,5476.85546,-89184.24564,False,False,46.06240
1978,1.94434,-1.13923,1000.55967,-99.99093,-2.50631,surströmming,-0.77571,0.07381,5477.34340,-89185.26536,True,False,47.49684
1979,1.04040,0.11911,1000.58170,-100.23355,0.26203,silt med schnapps,1.61436,-0.40443,5474.88183,-89186.53177,True,False,2.31080
1980,-0.31773,1.36727,1001.09134,-99.33569,3.00799,mustard silt,-0.92290,-0.39245,5477.95320,-89189.24143,False,False,-65.34091
1981,0.39649,0.87602,1000.83090,-99.54302,1.92725,mustard silt,0.86086,0.62946,5476.78322,-89188.81052,False,False,-29.75981
1982,0.24235,0.49055,1000.78261,-100.05340,1.07920,mustard silt,0.43792,-1.68530,5473.29501,-89185.15838,True,False,-37.49143
1983,0.19019,0.77624,1000.90931,-99.86131,1.70774,mustard silt,-1.13112,0.44674,5474.01887,-89186.77602,True,False,-40.03594
1984,1.84740,-0.95303,1000.73556,-99.53201,-2.09667,surströmming,0.05530,-0.47340,5473.84049,-89186.36933,False,False,42.73799
1985,1.34492,-0.19923,1000.28745,-100.07450,-0.43830,surströmming,0.53344,-0.47105,5472.38940,-89187.32444,True,False,17.38971
1986,-0.37312,1.44879,1000.60788,-100.03289,3.18735,mustard silt,-1.22572,0.10484,5473.83945,-89186.22998,True,False,-68.35216
1987,0.17260,0.90695,1000.50955,-100.01436,1.99529,mustard silt,0.34953,-0.42706,5473.92773,-89186.00052,True,False,-41.11510
1988,1.54451,-0.45523,1000.59389,-99.69758,-1.00151,silt med schnapps,-0.60450,2.44778,5478.22536,-89187.64420,False,False,27.52260
1989,0.55416,0.41812,1000.29241,-99.98947,0.91987,mexicansk silt,-1.01941,-0.16221,5474.31550,-89185.10289,True,False,-22.14587
1990,0.57109,0.26606,1000.61464,-99.71527,0.58533,mustard silt,-0.26546,0.33429,5475.70389,-89184.69773,True,False,-21.13805
1991,0.76776,0.05000,1000.92387,-99.43241,0.11000,mustard silt,1.18988,2.80902,5476.03153,-89185.03771,False,False,-11.15012
1992,1.15451,-0.12633,1001.21676,-99.84791,-0.27793,mustard silt,-0.77184,0.36467,5480.15045,-89187.85112,True,False,8.33378
1993,0.86515,0.31487,1000.74028,-99.92892,0.69271,mustard silt,-0.55385,-1.07487,5479.81245,-89184.32783,True,False,-6.37221
1994,-0.35338,1.53400,1000.51748,-100.12589,3.37480,mustard silt,0.45483,0.83702,5474.63931,-89185.02698,True,False,-67.41048
1995,0.02977,0.94212,1000.71666,-99.95111,2.07267,mustard silt,2.02405,-1.36737,5474.72872,-89183.90306,True,False,-48.15301
1996,0.49914,0.49928,1000.64467,-100.17492,1.09841,mustard silt,0.34329,-1.72657,5474.88001,-89185.88124,True,False,-24.72080
1997,1.45354,-0.59978,1001.09209,-99.53883,-1.31952,mustard silt,0.58475,0.20140,5479.36923,-89185.58355,False,False,23.22283
1998,0.81688,0.15699,1001.05281,-99.88851,0.34537,mustard silt,-0.65397,-2.13473,5480.16892,-89188.66217,True,False,-8.62950
1999,2.10912,-1.16544,1001.55556,-99.54264,-2.56397,old-fashioned silt,0.16604,-2.16659,5471.80739,-89185.19892,False,False,56.23385
2000,3.28844,-2.31038,1001.07621,-99.74132,-5.08285,surströmming,0.69123,-0.62938,5479.91597,-89186.64773,False,False,114.96014
2001,1.07945,-0.32880,1000.96393,-99.44196,-0.72336,mustard silt,1.44651,-1.14134,5475.08786,-89186.45372,False,False,4.45423
2002,0.96314,0.18604,1001.16095,-100.11128,0.40929,mustard silt,2.55102,-2.32852,5471.85169,-89184.33722,True,False,-1.26228
2003,0.82840,0.45907,1000.49208,-99.75809,1.00996,mustard silt,-0.12271,-0.03409,5477.02769,-89182.41501,True,False,-8.33379
2004,1.27667,-0.19949,1000.20741,-100.06735,-0.43888,surströmming,0.35092,-0.02774,5473.81910,-89184.79258,True,False,13.93723
