,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
187,Atsuto,1.31702,-0.38143,1000.33148,-99.99422,-0.83914,surströmming,0.30802,-0.63854,5474.91320,-89183.86176,True,False,16.01670
188,Bob,1.27467,-0.24342,1001.14078,-99.58675,-0.53551,mustard silt,-1.63170,-0.65618,5473.17064,-89185.26151,False,False,14.30413
189,Jorg,-0.29022,1.23041,1000.80004,-99.55127,2.70691,mustard silt,1.68926,1.18319,5473.64037,-89186.49448,False,False,-64.11103
190,Bob,1.17341,-0.12871,1001.31605,-99.39491,-0.28315,mustard silt,0.89787,-0.73756,5474.34556,-89187.12968,False,False,9.32865
191,Atsuto,2.63662,-1.41793,1000.75714,-99.92260,-3.11945,surströmming,0.64582,-0.26159,5473.98498,-89184.63433,True,False,82.20953
192,Jorg,1.52315,-0.49517,1000.60235,-99.73790,-1.08937,surströmming,-0.92644,-1.68374,5479.25190,-89188.32341,False,False,26.45851
193,Jorg,-0.29840,1.22198,1001.04196,-99.41354,2.68835,mustard silt,-0.94392,-0.95174,5474.30200,-89185.16298,False,False,-64.39921
194,Bob,2.26070,-1.26022,1000.42626,-100.54512,-2.77249,surströmming,0.19956,0.11618,5472.82804,-89186.61536,True,False,63.24835
195,Jorg,2.68297,-1.56667,1000.80919,-100.04695,-3.44668,surströmming,0.76726,1.40293,5473.52744,-89185.85410,True,False,84.55317
196,Bob,0.25987,0.95005,1000.33928,-100.00426,2.09011,mustard silt,0.36360,-1.82195,5473.14801,-89185.93122,True,False,-36.83669
197,Bob,0.12255,1.02771,1000.85251,-99.45432,2.26096,mustard silt,1.13969,-1.31540,5476.91659,-89187.01566,False,False,-43.44609
198,Jorg,-0.46732,1.30552,1001.17524,-99.84352,2.87214,mustard silt,1.08653,2.67009,5473.87549,-89184.53960,True,False,-72.77861
199,Bob,1.06567,0.01270,1001.23454,-100.06686,0.02793,mustard silt,-2.25608,1.04530,5475.46013,-89186.00772,True,False,3.90057
200,Atsuto,0.57525,0.40697,1000.80720,-99.81231,0.89532,mustard silt,0.11012,-0.10886,5480.18042,-89186.47402,True,False,-20.83399
201,Jorg,0.13979,0.50243,1000.99385,-99.47809,1.10534,mustard silt,1.07974,1.99806,5474.75250,-89185.34124,False,False,-42.51334
202,Atsuto,1.66123,-0.63141,1000.79084,-99.92273,-1.38911,who can eat this and enjoy life?,0.41302,-0.97165,5473.82994,-89187.47388,True,False,33.45714
203,Bob,1.20958,-0.22589,1000.95571,-100.16693,-0.49697,silt med onions,-1.48566,0.72946,5475.67773,-89186.14853,True,False,10.95709
204,Bob,0.87736,0.02801,1000.96257,-100.11350,0.06162,old-fashioned silt,-2.04162,-1.84077,5473.27497,-89186.70571,True,False,-5.65079
205,Jorg,-0.03847,1.04678,1001.26739,-99.80674,2.30292,mustard silt,-1.54725,0.04772,5474.05769,-89184.28053,True,False,-51.28992
206,Bob,1.49282,-0.46157,1001.42724,-99.58274,-1.01545,mustard silt,-0.83401,0.94588,5475.11589,-89186.89384,False,False,25.35486
207,Bob,0.15642,0.91963,1000.93564,-99.76708,2.02318,mustard silt,-0.71112,-0.42624,5472.03555,-89184.76699,True,False,-41.71097
208,Atsuto,-0.56213,1.63002,1000.93789,-99.65529,3.58604,mustard silt,0.52361,-0.18665,5476.28243,-89189.10326,True,False,-77.63765
209,Atsuto,1.36141,-0.52818,1000.62027,-99.97346,-1.16199,surströmming,0.24004,-0.11287,5476.35485,-89187.59069,True,False,18.38052
210,Atsuto,1.03426,0.17174,1000.29886,-100.02872,0.37782,silt med schnapps,0.25786,0.10028,5476.61177,-89185.77645,True,False,1.86247
211,Bob,1.59445,-0.56512,1000.75527,-99.81063,-1.24326,surströmming,0.53249,-1.21486,5473.48136,-89184.35830,True,False,30.09993
212,Atsuto,0.77565,0.12813,1000.49909,-99.91065,0.28188,mexicansk silt,0.10259,0.50545,5475.15736,-89185.86237,True,False,-10.96808
213,Atsuto,2.30912,-1.14677,1000.48354,-100.00803,-2.52290,surströmming,0.59478,-0.46812,5478.72268,-89188.22694,True,False,65.69777
214,Atsuto,-0.54166,1.28058,1000.54100,-99.91496,2.81727,mustard silt,-0.79020,-0.14903,5474.19834,-89186.21699,True,False,-76.81230
215,Jorg,2.46744,-1.31804,1001.10380,-99.37888,-2.89969,silt med schnapps,1.88850,1.29527,5473.33226,-89185.90295,False,False,73.92382
216,Atsuto,1.92495,-0.91144,1000.97677,-99.77582,-2.00516,surströmming,0.42457,0.56286,5473.97345,-89186.38471,False,False,46.73613
217,Bob,2.68754,-1.65111,1001.46407,-99.88881,-3.63244,surströmming,-0.47188,0.04525,5473.54508,-89185.29996,True,False,85.10915
218,Jorg,1.48772,-0.29881,1000.81294,-99.85094,-0.65739,curry silt,-0.10015,0.04499,5474.24295,-89186.50642,True,False,24.79271
219,Bob,0.14065,0.92127,1000.75340,-99.87806,2.02679,mustard silt,0.69213,0.87022,5474.68184,-89186.88558,True,False,-42.59064
220,Bob,1.11835,-0.39409,1001.01360,-99.72162,-0.86700,old-fashioned silt,1.09223,-0.35848,5473.64325,-89184.62421,False,False,6.42445
221,Atsuto,1.53950,-0.66986,1000.50515,-99.96099,-1.47370,surströmming,-0.56630,0.13648,5480.80336,-89184.73884,True,False,27.22744
222,Bob,0.78547,0.09002,1001.37117,-99.27442,0.19804,mustard silt,-1.30283,0.86552,5476.75566,-89185.60890,False,False,-10.04082
223,Bob,-0.24758,1.21444,1001.23911,-100.02742,2.67178,mustard silt,-0.18612,0.36116,5474.26660,-89186.14903,True,False,-61.75931
224,Jorg,0.97794,0.15665,1001.06083,-99.47610,0.34463,mustard silt,2.08265,-0.29694,5474.33331,-89181.90904,False,False,-0.57276
225,Bob,2.56707,-1.44133,1000.90980,-100.25388,-3.17093,surströmming,-1.34838,-0.55828,5474.71988,-89186.33066,True,False,78.80819
226,Atsuto,1.22963,0.01400,1000.57611,-100.00869,0.03079,silt med onions,-0.47886,-0.76103,5475.64383,-89187.25323,True,False,11.76961
227,Atsuto,1.45686,-0.52123,1000.17520,-100.29392,-1.14670,surströmming,-0.99218,0.02700,5479.58096,-89185.27053,True,False,22.93058
228,Atsuto,0.73764,0.36399,1000.63334,-99.83174,0.80077,mustard silt,-0.22658,0.40863,5480.20451,-89185.58748,True,False,-12.80145
229,Atsuto,2.92124,-1.86095,1000.77184,-99.85058,-4.09409,surströmming,-0.78702,0.70550,5471.93061,-89183.80338,False,False,96.44780
230,Jorg,3.11762,-2.07255,1000.95710,-99.81993,-4.55962,surströmming,1.30909,-0.23619,5475.98370,-89183.57076,False,False,106.35939
231,Jorg,0.58213,0.32191,1000.94830,-99.81917,0.70821,mustard silt,1.14968,2.85147,5475.14739,-89186.45333,True,False,-20.41916
232,Bob,2.22271,-0.97575,1000.99110,-100.03831,-2.14665,surströmming,0.55409,0.74361,5475.01972,-89185.82280,True,False,61.63128
233,Bob,1.50673,-0.49450,1001.00018,-99.68816,-1.08791,old-fashioned silt,0.35792,1.11746,5475.91633,-89187.99715,False,False,25.83675
234,Bob,0.20598,0.75777,1000.74337,-100.35178,1.66710,mustard silt,2.63141,1.52746,5472.52222,-89186.77572,True,False,-39.32937
235,Atsuto,1.14235,-0.30572,1000.78190,-99.77837,-0.67259,curry silt,0.17695,0.05600,5479.67391,-89186.07277,True,False,7.50851
236,Bob,1.14743,-0.16037,1000.77263,-99.62389,-0.35282,mustard silt,-1.02070,3.76908,5475.14726,-89186.30672,False,False,7.75805
237,Atsuto,1.13469,-0.12181,1000.42228,-100.01055,-0.26798,surströmming,0.24765,0.64302,5479.95815,-89183.78447,True,False,6.94586
238,Jorg,1.45880,-0.43845,1000.95976,-99.71864,-0.96459,old-fashioned silt,-1.79696,-1.07420,5476.11811,-89184.55793,False,False,23.41980
239,Bob,-0.16419,1.23456,1000.46257,-100.27985,2.71602,mustard silt,-0.78558,-0.09933,5474.54905,-89183.73540,True,False,-57.97832
240,Atsuto,1.75760,-0.79295,1000.43606,-100.05300,-1.74449,surströmming,0.12828,0.39356,5479.66396,-89186.05525,True,False,38.09816
241,Jorg,0.47266,0.46163,1001.15695,-99.86388,1.01558,mustard silt,1.60825,1.08124,5476.10934,-89181.97351,True,False,-25.78872
242,Jorg,1.39471,-0.52179,1000.49008,-100.00758,-1.14793,surströmming,1.18341,-0.73839,5478.22372,-89188.61513,True,False,19.98042
243,Jorg,1.57141,-0.71741,1001.01208,-99.80501,-1.57831,silt med schnapps,-0.39313,-0.05051,5475.87267,-89184.90981,True,False,29.07633
244,Bob,1.89522,-0.75675,1000.95619,-99.46125,-1.66485,mexicansk silt,0.85967,-2.00682,5473.11081,-89185.07094,False,False,45.23934
245,Jorg,1.68010,-0.77081,1000.99338,-99.62834,-1.69579,silt med onions,-1.45387,0.24341,5475.13327,-89182.57893,False,False,34.50187
246,Atsuto,-0.92164,2.25489,1000.34956,-100.18108,4.96075,mustard silt,0.11504,0.03258,5477.61517,-89185.75254,True,False,-95.90728
247,Jorg,3.88483,-2.72846,1001.04703,-99.61991,-6.00262,surströmming,-0.55933,2.10368,5475.44372,-89186.07523,False,False,144.76500
248,Atsuto,-0.20448,0.98094,1000.31632,-100.23823,2.15807,mustard silt,-0.36161,-0.07172,5477.51370,-89185.49744,True,False,-60.06564
249,Atsuto,-0.53857,1.69709,1000.64785,-99.78558,3.73361,mustard silt,-0.16806,-0.76871,5473.32209,-89186.12924,True,False,-76.60482
250,Jorg,0.24781,0.64132,1001.15865,-99.86247,1.41091,mustard silt,-0.18968,0.77914,5473.83953,-89186.69276,True dat,False,-37.03024
251,Jorg,1.63216,-0.70238,1000.53107,-99.73493,-1.54523,surströmming,0.05773,0.80133,5475.44280,-89185.37280,False,False,31.87374
252,Atsuto,0.20814,0.81870,1001.01279,-99.52838,1.80114,mustard silt,-1.20460,0.08045,5474.07172,-89186.62044,False,False,-39.08659
253,Atsuto,1.87885,-0.99190,1000.67537,-99.83721,-2.18218,surströmming,0.72773,-0.17226,5474.49664,-89185.75795,True,False,44.28012
254,Bob,1.91095,-0.65553,1001.14638,-99.58654,-1.44217,mustard silt,1.66450,-1.34377,5474.71098,-89184.91636,False,False,46.12060
255,Bob,1.06505,-0.14397,1001.10642,-99.55364,-0.31674,mustard silt,0.94272,-0.78533,5474.31153,-89187.38791,False,False,3.80561
256,Bob,0.55930,0.11103,1000.75435,-99.91258,0.24426,mustard silt,1.75088,-2.08697,5472.83873,-89185.93977,True,False,-21.65785
257,Jorg,-0.34720,1.13375,1000.91729,-99.94628,2.49425,mustard silt,0.82384,0.33094,5474.84904,-89183.04962,True,False,-66.90118
258,Bob,1.45761,-0.28434,1000.32722,-100.38046,-0.62554,surströmming,-1.29184,1.96051,5471.87140,-89187.27931,True,False,23.04429
259,Bob,2.34279,-1.36294,1000.20716,-99.99628,-2.99847,surströmming,0.44264,0.39586,5472.00935,-89187.76274,True,False,67.24333
260,Bob,1.59053,-0.45572,1000.81367,-99.54882,-1.00258,old-fashioned silt,-2.72243,1.41162,5473.02455,-89187.81090,False,False,29.93317
261,Atsuto,0.39683,0.42910,1000.15896,-100.18938,0.94401,surströmming,-0.12919,-0.80820,5473.98902,-89188.01302,True,False,-30.07888
262,Jorg,-1.30686,2.30441,1001.06774,-99.79578,5.06970,mustard silt,-1.47236,1.00226,5477.81508,-89184.90858,True,False,-114.80923
263,Atsuto,2.33602,-1.21075,1001.10371,-99.63737,-2.66364,surströmming,0.18697,-0.07354,5479.97754,-89186.37118,False,False,67.35290
264,Jorg,1.17416,-0.64382,1000.62710,-99.78367,-1.41641,surströmming,0.21055,3.31563,5474.37678,-89184.31866,False,False,9.02144
265,Jorg,1.71066,-0.70700,1001.05350,-99.72112,-1.55541,curry silt,0.18110,0.59436,5475.28408,-89183.00120,False,False,36.05973
266,Bob,0.45533,0.68319,1000.32426,-100.35099,1.50303,curry silt,1.08052,2.01129,5473.92203,-89185.36192,True,False,-27.07157
267,Bob,-0.20187,1.54676,1001.09008,-100.13163,3.40287,mustard silt,1.72362,-0.10484,5473.40013,-89185.92020,True,False,-59.54827
268,Atsuto,1.63283,-0.69333,1000.37367,-100.07287,-1.52533,surströmming,-0.02633,-0.86779,5477.54902,-89184.46003,True,False,31.82816
269,Bob,2.39410,-1.50683,1000.28855,-100.18271,-3.31503,surströmming,-0.34768,1.14202,5472.30485,-89185.30682,True,False,69.84933
270,Atsuto,1.91557,-0.99681,1001.06449,-99.53863,-2.19297,silt med onions,-1.25496,0.89990,5474.13905,-89184.31221,False,False,46.31083
271,Jorg,1.14364,-0.08382,1000.79437,-99.55225,-0.18440,mustard silt,2.11538,1.47043,5477.94986,-89186.07656,False,False,7.57911
272,Bob,1.00826,0.20365,1000.51182,-100.53370,0.44802,surströmming,-0.18576,1.69808,5474.13301,-89185.90662,True,False,0.66882
273,Jorg,2.04558,-0.92236,1001.06305,-99.47659,-2.02919,curry silt,-1.08217,-0.29277,5475.26164,-89188.26899,False,False,52.81046
274,Atsuto,2.03155,-0.97785,1000.42045,-100.16876,-2.15126,surströmming,-0.14139,0.81865,5477.38904,-89185.46113,True,False,51.78784
275,Bob,2.48760,-1.50179,1000.49442,-99.78786,-3.30394,surströmming,1.08719,-1.35992,5473.95187,-89186.82542,False,False,74.62725
276,Atsuto,0.96902,0.12485,1000.83182,-99.66831,0.27466,mustard silt,0.45992,-1.31659,5474.30591,-89187.15323,False,False,-1.13305
277,Jorg,1.09841,0.17092,1001.01681,-99.53869,0.37602,mustard silt,0.55739,-2.94106,5474.01802,-89184.02769,False,False,5.42890
278,Atsuto,1.36314,-0.25438,1000.98598,-99.59953,-0.55963,mustard silt,1.05654,0.88666,5477.56058,-89184.35058,False,False,18.65009
279,Bob,1.68070,-0.82456,1001.09441,-99.69505,-1.81403,silt med onions,-0.35039,0.93540,5473.96502,-89185.86527,False,False,34.58234
280,Jorg,0.23290,0.74974,1000.68564,-99.63983,1.64942,mustard silt,2.01072,1.11894,5475.40509,-89185.16165,False,False,-38.01214
281,Bob,3.20436,-2.14927,1001.35791,-99.90190,-4.72840,surströmming,-0.81893,0.38977,5474.91853,-89187.36864,True,False,110.89698
282,Atsuto,-0.61749,1.59353,1000.23435,-100.13830,3.50577,mustard silt,-0.38847,-0.57140,5476.05286,-89187.08513,True,False,-80.75741
283,Bob,2.20332,-1.16055,1000.67873,-100.34518,-2.55322,surströmming,2.00619,-0.96290,5473.61609,-89187.22202,True,False,60.50561
284,Atsuto,2.20885,-1.23002,1000.77980,-99.68838,-2.70605,surströmming,0.47552,-0.16820,5478.69681,-89185.22022,False,False,60.83216
285,Atsuto,-0.13476,1.38116,1000.40374,-100.01774,3.03855,mustard silt,-0.59501,0.02173,5474.27457,-89186.21632,True,False,-56.53631
286,Bob,-1.48524,2.54114,1000.45395,-100.24701,5.59051,mustard silt,0.36264,1.28156,5472.95689,-89187.01511,True,False,-124.03526
287,Jorg,1.15490,-0.25089,1000.80254,-99.69693,-0.55197,old-fashioned silt,-0.34861,0.62734,5476.76754,-89182.95438,False,False,8.14620
288,Bob,2.33334,-0.95094,1000.51439,-99.93324,-2.09208,surströmming,-1.32868,0.85876,5474.46682,-89187.92396,True,False,66.92423
289,Jorg,2.00342,-1.11976,1001.13970,-99.49959,-2.46347,silt med onions,2.34292,1.79019,5478.40048,-89189.37526,False,False,50.74095
290,Bob,1.62007,-0.69277,1001.00582,-99.55439,-1.52408,mexicansk silt,-0.04047,0.03667,5471.49652,-89184.23214,False,False,31.50634
291,Atsuto,1.30528,-0.22937,1000.14057,-100.12877,-0.50461,surströmming,0.06053,0.10585,5479.18472,-89186.66364,True,False,15.33421
292,Jorg,2.01194,-1.10767,1000.60650,-99.65374,-2.43687,surströmming,-0.53606,-0.74438,5476.46358,-89185.82975,False,False,50.90047
293,Atsuto,1.80868,-0.94294,1000.44255,-100.12024,-2.07447,surströmming,-0.08745,0.75782,5478.80842,-89185.11007,True,False,40.65547
294,Bob,1.04099,-0.15414,1000.70897,-99.69964,-0.33912,old-fashioned silt,-0.18206,0.01132,5475.16624,-89186.96385,False,False,2.40409
295,Jorg,1.78090,-0.95037,1000.51412,-99.99185,-2.09081,surströmming,1.38064,0.56276,5475.44135,-89185.80092,True,False,39.30198
296,Atsuto,0.76853,0.32097,1000.55427,-99.90182,0.70614,mustard silt,-1.23249,0.22926,5476.63588,-89186.46586,True,False,-11.29618
297,Atsuto,1.11500,0.13407,1001.01792,-99.61361,0.29495,mustard silt,-0.95057,-0.58975,5474.93687,-89185.78971,False,False,6.25886
298,Atsuto,0.95217,-0.10421,1000.97135,-99.65507,-0.22926,mustard silt,-1.42187,-0.00124,5473.07326,-89186.39237,False,False,-1.90600
299,Jorg,1.94217,-0.94296,1000.51236,-100.16686,-2.07450,surströmming,1.97419,1.45944,5474.65067,-89184.97257,True,False,47.36461
300,Jorg,1.60835,-0.59023,1000.43556,-99.93169,-1.29852,surströmming,1.48322,3.02358,5474.77554,-89184.40408,True,False,30.63533
301,Atsuto,1.15255,-0.01976,1000.81592,-99.90284,-0.04347,old-fashioned silt,-0.93484,-0.87571,5473.34869,-89186.05789,True,False,8.03561
302,Bob,1.06155,-0.33672,1001.00889,-99.34770,-0.74079,mustard silt,-0.19140,0.69074,5471.82316,-89184.54819,False,False,3.58182
303,Bob,1.50121,-0.51321,1000.67273,-99.81780,-1.12907,surströmming,2.62912,-0.13268,5475.19207,-89185.67603,True,False,25.39664
304,Jorg,-0.48195,1.20389,1000.74723,-99.55449,2.64857,mustard silt,0.69978,2.10152,5475.14642,-89184.13413,False,False,-73.72365
305,Atsuto,0.86366,0.36441,1001.09105,-99.64971,0.80171,mustard silt,0.82402,-0.58438,5475.53914,-89184.94301,False,False,-6.27137
306,Atsuto,1.43636,-0.35552,1000.50611,-100.00657,-0.78214,surströmming,0.18479,0.79237,5473.38064,-89185.65706,True,False,22.07110
307,Bob,-0.54523,1.43338,1000.59760,-100.25835,3.15344,mustard silt,-0.69662,1.42244,5470.97770,-89187.00910,True,False,-76.96278
308,Bob,-0.33108,1.10572,1001.31042,-99.37755,2.43258,mustard silt,1.85156,-1.33956,5474.40935,-89185.15258,False,False,-65.89902
309,Bob,0.63104,0.55581,1000.90172,-99.88857,1.22278,mustard silt,1.36945,-0.86677,5472.12739,-89184.81670,True,False,-17.99692
310,Atsuto,2.08515,-0.97325,1000.70575,-99.87661,-2.14114,surströmming,-0.27690,-0.19055,5471.35423,-89185.39672,True,False,54.61032
311,Bob,0.74362,0.29260,1001.25578,-99.96685,0.64372,mustard silt,-2.69007,0.30798,5473.84918,-89185.04502,True,False,-12.19107
312,Atsuto,2.30915,-1.06106,1000.96683,-99.61660,-2.33432,surströmming,0.23194,-1.05539,5475.42383,-89184.88460,False,False,65.94091
313,Bob,1.41752,-0.38512,1001.55139,-99.80688,-0.84727,mustard silt,-1.30675,2.31709,5471.92517,-89185.95393,True,False,21.65194
314,Bob,0.06527,1.09835,1001.05861,-99.97386,2.41637,mustard silt,-2.78356,1.47420,5475.79971,-89184.55112,True,False,-46.20732
315,Jorg,-0.88127,1.96011,1000.33974,-99.81375,4.31223,mustard silt,0.19256,0.07973,5475.18624,-89184.95163,True,False,-93.89385
316,Jorg,1.90237,-0.75947,1001.07943,-99.45240,-1.67084,old-fashioned silt,1.24225,1.82021,5479.18972,-89187.74684,False,False,45.65821
317,Jorg,1.92309,-0.75937,1000.40664,-99.84075,-1.67061,surströmming,1.21047,-2.00708,5473.65173,-89185.53207,True,False,46.35784
318,Atsuto,0.87705,0.00025,1000.73860,-99.93245,0.00055,old-fashioned silt,-0.54256,0.53291,5478.50334,-89185.57356,True,False,-5.77811
319,Bob,1.22187,-0.15831,1000.39931,-99.99521,-0.34829,surströmming,0.38198,-0.07504,5473.50674,-89188.10869,True,False,11.29322
320,Atsuto,0.11260,0.63805,1000.47912,-100.01171,1.40371,mustard silt,-0.77637,-0.36306,5473.70436,-89185.55178,True,False,-44.13021
321,Atsuto,2.05093,-0.98095,1000.14680,-100.20466,-2.15809,surströmming,0.43204,-0.96175,5473.80602,-89186.01140,True,False,52.61991
322,Jorg,1.55079,-0.35179,1000.95671,-99.54414,-0.77393,mustard silt,-0.18877,0.99522,5475.09694,-89185.85006,False,False,28.01776
323,Atsuto,1.33688,-0.40195,1000.47348,-100.09052,-0.88429,surströmming,1.34084,-0.53935,5472.83374,-89186.65540,True,False,17.08084
324,Bob,-0.48604,1.47825,1000.83527,-99.53606,3.25215,mustard silt,1.65163,-1.18763,5473.70583,-89187.00983,False,False,-73.88421
325,Jorg,1.84565,-1.02048,1001.24943,-99.64353,-2.24505,silt med onions,1.89775,1.88873,5476.45079,-89183.20783,False,False,42.90728
326,Atsuto,0.22160,0.80973,1000.42703,-100.16942,1.78141,mustard silt,0.67502,0.43118,5480.45275,-89184.13114,True,False,-38.70654
327,Bob,1.53076,-0.53705,1001.45961,-99.72434,-1.18151,mustard silt,1.27528,1.44184,5474.33521,-89184.43971,True,False,27.26763
328,Jorg,0.49153,0.33196,1000.43365,-100.03596,0.73032,mexicansk silt,-1.60481,-1.95797,5473.61413,-89188.54986,True,False,-25.20657
329,Atsuto,1.10748,0.17590,1000.35065,-100.05547,0.38697,silt med schnapps,0.00270,0.54814,5472.41375,-89187.23129,True,False,5.54915
330,Atsuto,1.41114,-0.28271,1000.18108,-100.08206,-0.62196,surströmming,0.54131,-0.11367,5472.75540,-89186.01858,True,False,20.64762
331,Bob,1.74481,-0.72828,1000.97527,-99.77189,-1.60221,silt med schnapps,2.13358,-0.77571,5474.09190,-89186.87191,False,False,37.72805
332,Bob,1.12423,-0.12235,1000.77103,-99.85518,-0.26918,mexicansk silt,-2.30591,0.74011,5475.12256,-89185.30276,True,False,6.59721
333,Bob,1.12230,0.01519,1001.51863,-99.78943,0.03342,mustard silt,3.00158,-2.94148,5473.70975,-89185.66008,True,False,6.87427
334,Bob,0.29091,0.57339,1000.30855,-100.45117,1.26146,silt med schnapps,-1.22558,0.13490,5473.17590,-89186.90055,True,False,-35.30017
335,Jorg,1.68072,-0.53578,1001.03394,-99.48700,-1.17872,mustard silt,-1.19604,-0.66346,5479.54644,-89186.57430,False,False,34.55312
336,Jorg,0.96008,0.32899,1000.83490,-100.00025,0.72378,mustard silt,0.38103,0.71549,5476.65832,-89184.15515,True,False,-1.57851
337,Jorg,1.54402,-0.49853,1000.43761,-99.87369,-1.09678,surströmming,1.28421,1.70967,5474.04442,-89187.84734,True,False,27.41968
338,Atsuto,0.63384,0.48409,1000.72442,-99.85502,1.06500,mustard silt,-0.66301,0.15530,5478.31699,-89186.42865,True,False,-17.94581
339,Jorg,1.06759,-0.08560,1000.92038,-99.84371,-0.18833,mustard silt,-2.02511,0.06231,5477.14758,-89188.17539,True,False,3.83989
340,Jorg,0.77440,0.40744,1000.97587,-99.51708,0.89636,mustard silt,0.31919,-0.92296,5476.15943,-89184.88817,False,False,-10.79191
341,Bob,2.42318,-1.31630,1001.15829,-99.57679,-2.89585,surströmming,-0.83364,-0.25459,5472.50147,-89185.93657,False,False,71.73827
342,Atsuto,-0.69019,1.51255,1001.00129,-99.78684,3.32760,mustard silt,0.49656,-1.22173,5477.86911,-89186.18020,True,False,-84.00879
343,Bob,3.10978,-2.14973,1000.74536,-100.27595,-4.72940,surströmming,-1.69909,-1.47184,5474.21955,-89184.91761,True,False,105.86153
344,Jorg,0.23361,0.90197,1000.86122,-99.92177,1.98433,mustard silt,-0.99671,-0.96285,5475.89663,-89184.74952,True,False,-37.88893
345,Atsuto,1.64380,-0.82418,1000.75737,-99.75394,-1.81320,surströmming,0.62190,1.83011,5474.02000,-89185.40772,False,False,32.56870
346,Bob,0.72456,0.10697,1000.58382,-100.47144,0.23533,surströmming,0.13015,-1.57610,5472.28861,-89187.36023,True,False,-13.48014
347,Bob,3.40545,-2.49417,1001.08376,-99.30204,-5.48718,surströmming,0.22667,-1.53267,5473.69628,-89186.28988,False,False,120.81419
348,Jorg,1.41650,-0.45323,1000.70600,-99.58560,-0.99710,curry silt,-0.72424,-1.28471,5473.77696,-89183.50951,False,False,21.17817
349,Jorg,0.98747,0.18803,1001.11772,-99.72278,0.41366,mustard silt,0.90629,-0.12074,5477.53977,-89187.92618,True,False,-0.06780
350,Bob,1.93899,-1.11998,1000.90135,-99.77026,-2.46396,surströmming,2.49258,-0.89510,5474.92742,-89186.64639,False,False,47.40014
351,Jorg,-0.85796,1.97073,1000.70457,-100.03325,4.33560,mustard silt,-0.71207,-0.12730,5473.78460,-89186.67579,True,False,-92.54567
352,Jorg,0.07296,0.75124,1001.02757,-99.39107,1.65272,mustard silt,-0.54856,-1.92207,5474.86137,-89181.51656,False,False,-45.83805
353,Atsuto,1.50313,-0.50850,1000.68239,-99.96902,-1.11871,surströmming,-1.66210,0.97643,5478.99458,-89185.68085,True,False,25.49767
354,Jorg,1.71911,-0.50468,1000.89380,-99.83536,-1.11030,silt med onions,0.89947,0.05186,5473.50834,-89187.91974,True,False,36.40259
355,Bob,0.10378,1.02137,1001.02049,-99.43256,2.24702,mustard silt,0.90110,-0.05889,5473.07459,-89186.37293,False,False,-44.30073
356,Atsuto,2.72459,-1.77493,1000.15917,-100.12480,-3.90485,surströmming,0.54571,-1.56805,5478.49350,-89185.04524,True,False,86.30904
357,Bob,0.17536,0.91399,1000.46862,-99.74861,2.01078,mustard silt,-0.03104,-0.05861,5475.32159,-89186.57394,True,False,-40.99756
358,Jorg,1.27250,-0.30134,1001.04545,-99.93666,-0.66294,old-fashioned silt,-0.18881,-0.88758,5474.53970,-89186.14844,True,False,14.14754
359,Bob,1.09295,-0.06279,1001.03069,-99.51959,-0.13815,mustard silt,-0.35273,-2.00156,5472.76248,-89186.04275,False,False,5.16303
360,Atsuto,0.46679,0.79306,1000.85857,-99.80775,1.74474,mustard silt,-0.09550,0.05046,5473.31527,-89185.30956,True,False,-26.23140
361,Bob,1.10981,-0.16715,1001.50902,-99.79128,-0.36772,mustard silt,0.21110,-1.79933,5472.57315,-89183.90567,True,False,6.24525
362,Atsuto,0.71525,0.30653,1000.92777,-99.84228,0.67436,mustard silt,-0.48360,0.21905,5476.34407,-89186.06802,True,False,-13.77384
363,Bob,1.50022,-0.44043,1000.39561,-100.62495,-0.96894,surströmming,-4.36930,2.06613,5476.38849,-89185.07015,True,False,25.20896
364,Bob,0.54408,0.58445,1001.58485,-99.79749,1.28578,mustard silt,-0.25251,-0.12383,5474.81332,-89187.05896,True,False,-22.00365
365,Jorg,0.23326,0.94446,1000.45551,-99.89290,2.07782,mustard silt,-3.59539,-1.49007,5475.73887,-89186.89573,True,False,-38.10900
366,Bob,2.36903,-1.15979,1000.29830,-100.00122,-2.55153,surströmming,0.11579,-0.31934,5474.34871,-89187.45486,True,False,68.60071
367,Bob,1.78875,-0.74397,1000.93600,-99.43343,-1.63674,mexicansk silt,-1.55973,-0.47557,5474.46885,-89185.54708,False,False,39.90563
368,Bob,1.82275,-0.69754,1001.03133,-99.38552,-1.53459,mustard silt,0.34016,0.63922,5473.59877,-89183.69318,False,False,41.65310
369,Bob,2.64508,-1.71378,1000.46980,-99.88208,-3.77032,surströmming,2.26536,-0.56646,5475.16799,-89186.57460,False,False,82.48899
370,Jorg,1.55964,-0.28305,1000.97156,-99.93620,-0.62272,mexicansk silt,-1.07539,-1.55133,5473.77355,-89186.86317,True,False,28.46774
371,Atsuto,1.54167,-0.31661,1001.01329,-99.57396,-0.69655,mustard silt,0.77541,-0.50588,5477.65646,-89187.38497,False,False,27.59003
372,Jorg,-1.87971,2.79540,1000.85768,-99.44339,6.14987,mustard silt,-0.65968,1.14998,5476.16660,-89185.34363,True,False,-143.55672
373,Atsuto,1.85963,-0.88582,1000.29922,-100.06139,-1.94881,surströmming,1.62398,0.22680,5478.11631,-89185.98602,True,False,43.13086
